address,categories/0,cid,city,locatedIn,latitude,longitude,neighborhood,orderBy/0/name,orderBy/0/url,phone,postalCode,rank,searchPageUrl,state,street,store_name,totalScore,url,website
"No. 9, Ampang Putra Residency, Taman, Jalan Sulaiman 3, Taman Putra Sulaiman, 68000, Selangor, Malaysia",Pizza restaurant,1.17E+19,Ampang Jaya,,3.1504258,101.7510536,"No. 9, Ampang Putra Residency, Taman, Jalan Sulaiman 3",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,68000,43,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No. 9, Ampang Putra Residency, Taman, Jalan Sulaiman 3",Pizza Hut Delivery (PHD) TAMAN PUTRA SULAIMAN (Curbside Pickup Available),3.9,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+TAMAN+PUTRA+SULAIMAN+(Curbside+Pickup+Available)/@3.1504258,101.7488649,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc365531c5106d:0xa1b9c604040ad172!8m2!3d3.1504258!4d101.7510536?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Lot 33G, Jalan Medan Setia 1, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,9.75E+18,Kuala Lumpur,Plaza Damansara,3.1499572,101.6524443,"Lot 33G, Jalan Medan Setia 1",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,50490,35,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 33G, Jalan Medan Setia 1",Pizza Hut Delivery (PHD) DAMANSARA HEIGHT (Curbside Pickup Available),4,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+DAMANSARA+HEIGHT+(Curbside+Pickup+Available)/@3.1499572,101.6502556,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc498acbe17657:0x8759ade9c7a08fda!8m2!3d3.1499567!4d101.6524447?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Lot 1 . 100 . 00 , 1 . 101 . 00 & S1 . 101 . 00, 168, Bukit Bintang St, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,8.29E+18,Kuala Lumpur,Floor 1 · Pavilion Kuala Lumpur,3.1487664,101.7125935,"Lot 1 . 100 . 00 , 1 . 101 . 00 & S1 . 101 . 00, 168, Bukit Bintang St",,,+60 3-2141 6715,55100,42,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 1 . 100 . 00 , 1 . 101 . 00 & S1 . 101 . 00, 168, Bukit Bintang St",Pizza Hut Pavilion,3.6,"https://www.google.com/maps/place/Pizza+Hut+Pavilion/@3.1487664,101.7104048,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc362c7af28b6d:0x7316c163e4d52678!8m2!3d3.1487664!4d101.7125935?hl=en",http://www.pizzahut.com.my/
"No. 34, Ground Floor, 2, Jalan Pandan 3, Pandan Jaya, 55100 Kuala Lumpur, Selangor, Malaysia",Pizza restaurant,1.32E+19,Kuala Lumpur,,3.1352097,101.7411161,"No. 34, Ground Floor, 2, Jalan Pandan 3",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,55100,34,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No. 34, Ground Floor, 2, Jalan Pandan 3",Pizza Hut Delivery (PHD) PANDAN JAYA,4,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+PANDAN+JAYA/@3.1352097,101.7389274,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc378463525ecd:0xb7c9f285e8cf7d1a!8m2!3d3.1351975!4d101.7410864?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Lot No 22, Basement 1, 90, Jalan Cochrane, Maluri, 55100 Cheras, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.48E+19,Cheras,MyTOWN Shopping Centre,3.1331131,101.7243683,"Lot No 22, Basement 1, 90, Jalan Cochrane",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 3-9201 3518,55100,33,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot No 22, Basement 1, 90, Jalan Cochrane",Pizza Hut MYTOWN,2.9,"https://www.google.com/maps/place/Pizza+Hut+MYTOWN/@3.1331131,101.7221796,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc370e414f9c51:0xcdd3983800d1cacb!8m2!3d3.1331131!4d101.7243683?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=websitelink
"Ground Floor, Aeon Au2 Shopping Centre, Lot No G55, No: 6, Jalan Taman Setiawan, Wilayah Persekutuan, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,5.54E+18,Kuala Lumpur,Floor G · AEON AU2 Setiawangsa,3.177103,101.7507567,"Ground Floor, Aeon Au2 Shopping Centre, Lot No G55, No: 6, Jalan Taman Setiawan",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,54200,41,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Ground Floor, Aeon Au2 Shopping Centre, Lot No G55, No: 6, Jalan Taman Setiawan",Pizza Hut AEON AU2,3.4,"https://www.google.com/maps/place/Pizza+Hut+AEON+AU2/@3.177103,101.748568,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37307b3b0191:0x4cecd0f10af02d4c!8m2!3d3.177103!4d101.7507567?hl=en",https://www.pizzahut.com.my/
"Lot : PT 15144 Jalan Kepong Batu 6 1/2, 52100, 52100, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,4.27E+18,Kuala Lumpur,,3.2130712,101.6436621,"Lot : PT 15144 Jalan Kepong Batu 6 1/2, 52100",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,52100,32,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot : PT 15144 Jalan Kepong Batu 6 1/2, 52100",Pizza Hut Kepong Drive Thru (Curbside Pickup Available),2.3,"https://www.google.com/maps/place/Pizza+Hut+Kepong+Drive+Thru+(Curbside+Pickup+Available)/@3.2130712,101.6414734,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc47c76a64fb7d:0x3b3592dc45c7bdde!8m2!3d3.2131049!4d101.6435776?hl=en",https://www.pizzahut.com.my/
"52, Jalan Jujur, Bandar Tun Razak, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.63E+19,Kuala Lumpur,,3.087617,101.7213466,"52, Jalan Jujur",,,+60 1-300-88-2525,56000,31,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"52, Jalan Jujur",Pizza Hut,4.1,"https://www.google.com/maps/place/Pizza+Hut/@3.087617,101.7191579,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc35a249f677f1:0xe1fd2c727591cc92!8m2!3d3.0876301!4d101.7213474?hl=en",
"OUG Parklane, parklane, A2 0-15, Ground, Jalan 1/152, Taman OUG, 58200 Kuala Lumpur, Malaysia",Pizza restaurant,1.44E+18,Kuala Lumpur,,3.068922,101.6574083,"OUG Parklane, parklane, A2 0-15, Ground, Jalan 1/152",,,+60 11-6521 2525,58200,30,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"OUG Parklane, parklane, A2 0-15, Ground, Jalan 1/152",Pizza Hut OUG PARKLANE,3.5,"https://www.google.com/maps/place/Pizza+Hut+OUG+PARKLANE/@3.068922,101.6552196,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bd95e3f1efd:0x140cb4b96f686604!8m2!3d3.068922!4d101.6574083?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=fcd&utm_content=websitelink
"G-07 SKY AWANI BUSINESS COMMERCIAL JALAN SENTUL PERDANA ,5100, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,8.71E+18,Kuala Lumpur,,3.2091402,101.6902379,"G-07 SKY AWANI BUSINESS COMMERCIAL JALAN SENTUL PERDANA ,5100",,,+60 3-4031 7839,,29,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"G-07 SKY AWANI BUSINESS COMMERCIAL JALAN SENTUL PERDANA ,5100",PIZZA HUT SENTUL PERDANA (SKY AWANI ),4,"https://www.google.com/maps/place/PIZZA+HUT+SENTUL+PERDANA+(SKY+AWANI+)/@3.2091402,101.6880492,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc47c7f679efb5:0x78da35a82e8683cf!8m2!3d3.2091402!4d101.6902379?hl=en",http://www.pizzahut.com.my/
"Lot 14083, Jalan Kuchai Lama, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Restaurant,1.04E+19,Kuala Lumpur,,3.0923409,101.6859817,"Lot 14083, Jalan Kuchai Lama",,,+60 1-300-88-2525,58200,28,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 14083, Jalan Kuchai Lama",Pizza Hut Kuchai Lama (Curbside Pickup Available),3.5,"https://www.google.com/maps/place/Pizza+Hut+Kuchai+Lama+(Curbside+Pickup+Available)/@3.0923409,101.683793,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4b8acf032f89:0x8fe9654e598388e3!8m2!3d3.0923409!4d101.6859817?hl=en",https://www.pizzahut.com.my/
"Lot 2-20, Level 2 Quill Mall, Jln Sultan Ismail, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,3.45E+18,Kuala Lumpur,,3.1042922,101.5473335,"Lot 2-20, Level 2 Quill Mall, Jln Sultan Ismail",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,55100,27,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 2-20, Level 2 Quill Mall, Jln Sultan Ismail",Pizza Hut QUILL CITY MALL,3.5,"https://www.google.com/maps/place/Pizza+Hut+QUILL+CITY+MALL/@3.1042922,101.5451448,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4dfddaed7a25:0x2fd1ecd384d6db09!8m2!3d3.1042922!4d101.5473335?hl=en",https://www.pizzahut.com.my/
"The Boulevard Shop Office, No 8, Jalan 14/48a, Sentul Selatan, 51000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,1.53E+18,Kuala Lumpur,,3.1854088,101.692077,"The Boulevard Shop Office, No 8, Jalan 14/48a",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rbd&utm_content=orderlink,+60 1-300-88-2525,51000,26,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"The Boulevard Shop Office, No 8, Jalan 14/48a",Pizza Hut SENTUL RAYA,3.7,"https://www.google.com/maps/place/Pizza+Hut+SENTUL+RAYA/@3.1854088,101.6898883,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc496051d186af:0x153a07bc8e284869!8m2!3d3.1854088!4d101.692077?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rbd&utm_content=websitelink
"20, Jalan Melati Utama 4, Melati Utama, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.59E+19,Kuala Lumpur,,3.2242102,101.7298442,"20, Jalan Melati Utama 4",,,+60 1-300-88-2525,53100,25,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"20, Jalan Melati Utama 4",Pizza Hut Melati Utama,3.5,"https://www.google.com/maps/place/Pizza+Hut+Melati+Utama/@3.2242102,101.7276555,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc39d0e4f3c395:0xdcfac7fc0b567fae!8m2!3d3.2242102!4d101.7298442?hl=en",http://www.pizzahut.com.my/
"Subway, Avenue K, UC-1 level , infront of, 156, Jln Ampang, Kampung Baru, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,1.98E+18,Kuala Lumpur,,3.1591412,101.7138377,"Subway, Avenue K, UC-1 level , infront of, 156, Jln Ampang",,,,50450,24,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Subway, Avenue K, UC-1 level , infront of, 156, Jln Ampang",Pizza Hut,2.2,"https://www.google.com/maps/place/Pizza+Hut/@3.1591412,101.711649,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37e38b9775a3:0x1b836b4ea3518d6d!8m2!3d3.1591412!4d101.7138377?hl=en",
"Lot 4-91&4-92, 4th Floor Sunway Velocity Mall, Jln Cheras, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.26E+19,Kuala Lumpur,Floor 4 · Sunway Velocity Mall,3.1275509,101.7243249,"Lot 4-91&4-92, 4th Floor Sunway Velocity Mall, Jln Cheras",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,56100,23,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 4-91&4-92, 4th Floor Sunway Velocity Mall, Jln Cheras",Pizza Hut SUNWAY VELOCITY,4,"https://www.google.com/maps/place/Pizza+Hut+SUNWAY+VELOCITY/@3.1275509,101.7221362,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3614113ca74b:0xaefd2512307d395e!8m2!3d3.1275509!4d101.7243249?hl=en",https://www.pizzahut.com.my/
"No. 2776, Jalan Changkat Permata, Taman Permata, 53300 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.19E+19,Wilayah Persekutuan,,3.2078621,101.7509448,"No. 2776, Jalan Changkat Permata",,,+60 1-300-88-2525,53300,22,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 2776, Jalan Changkat Permata",Pizza Hut - TAMAN PERMATA (Curbside Pickup Available),3.7,"https://www.google.com/maps/place/Pizza+Hut+-+TAMAN+PERMATA+(Curbside+Pickup+Available)/@3.2078621,101.7487561,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc39ccd9baf423:0xa49e29e736eea185!8m2!3d3.2078621!4d101.7509448?hl=en",https://www.pizzahut.com.my/
"No. 18, Jalan Radin Anum, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.42E+19,Kuala Lumpur,,3.067298,101.6901529,"No. 18, Jalan Radin Anum",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,57000,21,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 18, Jalan Radin Anum",Pizza Hut Delivery (PHD) SRI PETALING,3.7,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+SRI+PETALING/@3.067298,101.6879642,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4b435a7240e1:0xc4d0a41ee21ba0b9!8m2!3d3.067298!4d101.6901529?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"T-041 & T-041A, Third Floor Mezzanine Mid Valley Megamall, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,6.84E+18,Kuala Lumpur,Floor 31 · Mid Valley Megamall,3.1182461,101.6786285,"T-041 & T-041A, Third Floor Mezzanine Mid Valley Megamall, Lingkaran Syed Putra",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,59200,19,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"T-041 & T-041A, Third Floor Mezzanine Mid Valley Megamall, Lingkaran Syed Putra",Pizza Hut MID VALLEY MEGAMALL,3,"https://www.google.com/maps/place/Pizza+Hut+MID+VALLEY+MEGAMALL/@3.1182461,101.6764398,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc498eb3feafa7:0x5ee04aaaa05c2b0f!8m2!3d3.1182461!4d101.6786285?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=websitelink
"No 1.100, 1.101 & S1.101, Level 1, Pavilion KL, Bukit Bintang St, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,1.60E+18,Kuala Lumpur,Floor 1 · Pavilion Kuala Lumpur,3.1483397,101.7135152,"No 1.100, 1.101 & S1.101, Level 1, Pavilion KL, Bukit Bintang St",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,55100,18,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No 1.100, 1.101 & S1.101, Level 1, Pavilion KL, Bukit Bintang St",Pizza Hut PAVILION 2,1,"https://www.google.com/maps/place/Pizza+Hut+PAVILION+2/@3.1483397,101.7113265,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc376ee0f35d8b:0x163e48c5a021f576!8m2!3d3.1483397!4d101.7135152?hl=en",https://www.pizzahut.com.my/
"62, Jalan Danau Niaga 1, Taman Danau Kota, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.76E+19,Kuala Lumpur,,3.2019648,101.7180005,"62, Jalan Danau Niaga 1",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,53100,17,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"62, Jalan Danau Niaga 1",Pizza Hut Delivery (PHD) DANAU KOTA,3.9,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+DANAU+KOTA/@3.2019648,101.7158118,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc39e9e3692e91:0xf42b9db39a6174f8!8m2!3d3.2019648!4d101.7180005?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"183, Jalan Sarjana, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,7.92E+18,Kuala Lumpur,,3.0823146,101.7349811,"183, Jalan Sarjana",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,56000,16,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"183, Jalan Sarjana",Pizza Hut Delivery (PHD) TMN CONNAUGHT (Curbside Pickup Available),3.7,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+TMN+CONNAUGHT+(Curbside+Pickup+Available)/@3.0823146,101.7327924,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3560a1ce49d3:0x6deb5313605b9cdb!8m2!3d3.0823146!4d101.7349811?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Lot PT 6878, `Drive-Thru, Jalan Wangsa Delima 1, Wangsa Maju, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,5.05E+18,Kuala Lumpur,KFC AEON BIG WANGSA MAJU,3.1973285,101.7439563,"Lot PT 6878, `Drive-Thru, Jalan Wangsa Delima 1",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,53300,15,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot PT 6878, `Drive-Thru, Jalan Wangsa Delima 1",Pizza Hut Wangsa Maju (Curbside Pickup Available),4,"https://www.google.com/maps/place/Pizza+Hut+Wangsa+Maju+(Curbside+Pickup+Available)/@3.1973285,101.7417676,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc39071efc386b:0x46089362c3a0465c!8m2!3d3.1973996!4d101.7440411?hl=en",https://www.pizzahut.com.my/
"Residensi UTMKL, Gurney Mall, Lot 1-09, 1-10 & 1-11, Level 1, Kampung Datuk Keramat, 54100 Kuala Lumpur, Malaysia",Pizza restaurant,1.66E+19,Kuala Lumpur,Gurney Mall,3.1717158,101.7221228,"Residensi UTMKL, Gurney Mall, Lot 1-09, 1-10 & 1-11, Level 1",,,+60 3-2202 8114,54100,14,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"Residensi UTMKL, Gurney Mall, Lot 1-09, 1-10 & 1-11, Level 1",Pizza Hut GURNEY MALL UTMKL,3.9,"https://www.google.com/maps/place/Pizza+Hut+GURNEY+MALL+UTMKL/@3.1717158,101.7199341,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37dea50bee09:0xe5ddedcbf5aefff4!8m2!3d3.1717158!4d101.7221228?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=fcd&utm_content=websitelink
"No.13, (Ground Floor), Jalan AU 1A/4B, Taman Keramat Permai, 54200 Taman Keramat Permai, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,6.81E+18,Taman Keramat Permai,,3.17741,101.7385241,"No.13, (Ground Floor), Jalan AU 1A/4B, Taman Keramat Permai",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,54200,13,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No.13, (Ground Floor), Jalan AU 1A/4B, Taman Keramat Permai",Pizza Hut Delivery (PHD) SETIAWANGSA,4.1,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+SETIAWANGSA/@3.17741,101.7363354,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3790fb46f901:0x5e781600dbd0d57b!8m2!3d3.17741!4d101.7385241?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"No. 87, Jalan Dwitasik 1, Dataran Dwitasik, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Pizza restaurant,1.29E+19,Kuala Lumpur,PPC Glomac Sales & Marketing,3.1018845,101.7128162,"No. 87, Jalan Dwitasik 1",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,56000,12,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.141278,101.6235504,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 87, Jalan Dwitasik 1",Pizza Hut Delivery (PHD) BDR SERI PERMAISURI,3.9,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+BDR+SERI+PERMAISURI/@3.1018845,101.7106275,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc350d607291f3:0xb33943bf2d19e814!8m2!3d3.1018845!4d101.7128162?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
